dbn,school_name,address,lat,lon,district,school_type,grades,has_mshp,chronic_absenteeism_rate,enrollment,uhf_code,uhf_name,asthma_ed_rate,asthma_hosp_rate,svi_socioeconomic,svi_household_disability,svi_minority_language,svi_housing_transport,svi_overall,pct_poverty,pct_ell,pct_swd,pct_black,pct_hispanic,pct_white,pct_asian,childhood_obesity_pct,youth_mental_health_ed_rate,lead_elevated_pct,teen_pregnancy_rate,preventable_hosp_rate,food_insecurity_pct,expansion_cohort,estimated_start_year,years_with_mshp,health_burden_composite
07X584,I.S. 584,600 SAINT ANN'S AVENUE,40.814857,-73.912038,7,Middle School,"06,07,08",False,36.71497726,207.0,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.96,0.169,0.315,0.254,0.728,0.0,0.009,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
09X593,South Bronx International Middle School,1000 TELLER AVENUE,40.827438,-73.914067,9,Middle School,,True,12.5,152.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.96,0.771,0.167,0.153,0.84,0.0,0.007,32.8,158.3,3.8,42.3,245.2,35.8,cohort_2_2010_2015,2012.0,12.0,91.77022147534737
09X594,M.S. 594,1000 TELLER AVENUE,40.827438,-73.914067,9,Middle School,,True,27.21518898,158.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.917,0.301,0.301,0.378,0.596,0.021,0.0,32.8,158.3,3.8,42.3,245.2,35.8,cohort_2_2010_2015,2012.0,12.0,91.77022147534737
12X595,P.S. 595,700 EAST 179 STREET,40.846205,-73.889602,12,Elementary,"PK,0K,01,02,03,04,05",False,45.72490692,269.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.909,0.272,0.21,0.221,0.739,0.014,0.0,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
75X596,P.S. X596,850 BAYCHESTER AVENUE,40.874035,-73.831669,11,Elementary,,False,,,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.5505457136922376,0.1052728568461188,0.1511637141076713,0.42,0.35,0.08,0.1,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
07X600,Alfred E. Smith Career and Technical Education Hig,333 EAST 151 STREET,40.818645,-73.919949,7,Other,"09,10,11,12",False,56.45933151,418.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.894,0.167,0.321,0.268,0.695,0.009,0.011,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
07X670,Health Opportunities High School,350 GERARD AVENUE,40.815712,-73.92996,7,High School,"09,10,11,12",False,45.45454407,253.0,106,High Bridge - Morrisania,178.0,383.2,0.92,0.85,0.88,0.86,0.8775,0.9359999999999999,0.112,0.275,0.302,0.658,0.003,0.007,32.8,158.3,3.8,42.3,245.2,35.8,,,,91.77022147534737
12X682,Fannie Lou Hamer Freedom High School,1021 JENNINGS STREET,40.831212,-73.885804,12,High School,"09,10,11,12",False,65.07936859,441.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.879,0.153,0.28,0.246,0.7,0.019,0.022,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X684,Wings Academy,1122 EAST 180 STREET,40.841376,-73.875262,12,High School,"09,10,11,12",False,58.62068939,261.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.894,0.089,0.294,0.465,0.496,0.018,0.007,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
12X691,Bronx Little School,1827 ARCHER STREET,40.838151,-73.866038,12,Other,"PK,0K,01,02,03,04,05",False,21.5339241,339.0,105,Crotona - Tremont,171.9,389.7,0.88,0.81,0.9,0.82,0.8524999999999999,0.9179999999999999,0.21,0.232,0.157,0.668,0.013,0.154,31.2,142.6,3.2,38.5,218.4,32.4,,,,84.5066113474254
10X696,High School of American Studies at Lehman College,2925 GOULDEN AVENUE,40.874725,-73.895543,10,High School,"09,10,11,12",False,7.848101139,395.0,103,Fordham - Bronx Park,132.4,344.5,0.78,0.72,0.82,0.7,0.7549999999999999,0.314,0.0,0.025,0.086,0.17,0.383,0.241,28.4,115.3,2.1,28.4,185.6,24.5,cohort_2_2010_2015,2012.0,12.0,66.67577206983725
75X721,P.S. X721 - Stephen McSweeney School,2697 WESTCHESTER AVENUE,40.842725,-73.839114,11,Elementary,"07,08,09,10,11,12,SE",False,,,104,Pelham - Throgs Neck,98.3,294.5,0.62,0.55,0.7,0.48,0.5874999999999999,0.6982391081318994,0.1591195540659497,0.17547173243956982,0.25,0.45,0.18,0.08,24.1,102.1,1.5,22.1,158.2,20.1,,,,53.723258754918824
75X723,P.S. 723,3540 BIVONA STREET,40.88298,-73.831856,11,Elementary,"01,02,03,04,05,06,07,08,09,10,11,12,SE",False,,,102,Northeast Bronx,104.6,306.0,0.65,0.58,0.75,0.55,0.6325000000000001,0.5872284049777978,0.12361420248889893,0.16216852149333935,0.42,0.35,0.08,0.1,22.3,98.4,1.2,18.5,142.3,18.2,,,,50.81511316086077
75X754,J. M. Rapport School Career Development,470 JACKSON AVENUE,40.811051,-73.909363,7,Other,"09,10,11,12,SE",False,,,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.9214832864322438,0.2807416432161219,0.22044498592967313,0.3,0.65,0.02,0.01,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
75X811,P.S. X811,1434 LONGFELLOW AVENUE,40.830552,-73.886798,12,Elementary,"07,08,09,10,11,12,SE",False,,,107,Hunts Point - Mott Haven,192.3,347.2,0.95,0.88,0.92,0.9,0.9125,0.8762923006134999,0.25814615030675,0.20688769018404998,0.3,0.65,0.02,0.01,34.5,168.4,4.5,48.2,268.5,38.2,,,,100.0
